order_id,customer_id,customer_unique_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_zip_code_prefix,customer_city,customer_state,customer_lat,customer_lng,has_payment_record,payment_total,payment_record_count,payment_method_count,primary_payment_type,max_payment_installments,is_multi_payment_record,is_multi_payment_method,has_item_record,item_count,distinct_product_count,distinct_seller_count,product_value,freight_value,order_value_including_freight,freight_ratio,average_item_price,total_weight_g,total_volume_cm3,missing_product_attribute_items,earliest_shipping_limit_date,latest_shipping_limit_date,primary_category_name,has_review_record,selected_review_id,review_score,is_low_score,is_strict_negative_score,has_review_text,review_response_hours,payment_approval_hours,handover_hours,shipping_hours,total_fulfillment_hours,is_delivery_analysis_eligible,has_complete_fulfillment_time,delivery_variance_days,is_late_delivery,late_days,early_days
00061f2a7bc09da83e415a52dc8a4af1,c6fc061d86fab1e2b2eac259bac71a49,107e6259485efac66428a56f10801f4f,delivered,"2018-03-24 22:16:10","2018-03-24 22:28:09","2018-03-27 05:26:55","2018-03-29 00:04:19","2018-04-09 00:00:00",13419,piracicaba,SP,-22.72902923051273762500,-47.64114808980569683824,1,68.87,1,1,credit_card,3,0,0,1,1,1,1,59.99,8.88,68.87,0.128939,59.99,950.00,17500.00,0,"2018-03-29 22:28:09","2018-03-29 22:28:09",health_beauty,1,7e92c32ae297ef950ee69781d9f1760c,5,0,0,1,4.08,0.20,54.98,42.62,97.80,1,1,-11,0,0,11
00063b381e2406b52ad429470734ebd5,6a899e55865de6549a58d2c6845e5604,3fb97204945ca0c01bcf3eee6031c5f1,delivered,"2018-07-27 17:21:27","2018-07-27 18:00:06","2018-07-30 14:52:00","2018-08-07 13:56:52","2018-08-07 00:00:00",15910,"monte alto",SP,-21.26345922011428599396,-48.49549672750633715106,1,57.98,1,1,credit_card,5,0,0,1,1,1,1,45.00,12.98,57.98,0.223870,45.00,200.00,2816.00,0,"2018-07-31 17:30:39","2018-07-31 17:30:39",fashion_bags_accessories,1,5595c192e3c1566ab4e7a2748b8ed297,5,0,0,1,24.21,0.64,68.87,191.08,260.59,1,1,0,0,0,0
0006ec9db01a64e59a68b2c340bf65a7,5d178120c29c61748ea95bac23cb8f25,7ed0ea20347f67fe61d1c99fdf8556ae,delivered,"2018-07-24 17:04:17","2018-07-24 17:24:20","2018-07-25 11:02:00","2018-07-31 01:04:15","2018-08-22 00:00:00",21810,"rio de janeiro",RJ,-22.87922054417215932370,-43.45931046493798539306,1,97.32,1,1,credit_card,4,0,0,1,1,1,1,74.00,23.32,97.32,0.239622,74.00,1383.00,20000.00,0,"2018-07-26 17:24:20","2018-07-26 17:24:20",bed_bath_table,1,6322c405c0f34bf3ad870fd1a6b1fced,5,0,0,1,47.09,0.33,17.63,134.04,152.00,1,1,-22,0,0,22
0008288aa423d2a3f00fcb17cd7d8719,2355af7c75e7c98b43a87b2a7f210dc5,9e4159995424971423b98c4a8bc11529,delivered,"2018-02-13 22:10:21","2018-02-15 03:55:52","2018-02-20 18:23:28","2018-02-26 13:55:22","2018-03-06 00:00:00",06600,jandira,SP,-23.53235383161368215493,-46.90135228978096818310,1,126.54,1,1,boleto,1,0,0,1,2,1,1,99.80,26.74,126.54,0.211317,49.90,3300.00,39600.00,0,"2018-02-21 02:55:52","2018-02-21 02:55:52",garden_tools,1,5505c1cce299b1e0b3f8e4b428417362,5,0,0,0,82.34,29.76,134.46,139.53,303.75,1,1,-8,0,0,8
0009792311464db532ff765bf7b182ae,2a30c97668e81df7c17a8b14447aeeba,4987996ddcd0ddb20740fdce7c2bfbb1,delivered,"2018-08-14 20:43:09","2018-08-15 12:15:10","2018-08-15 15:28:00","2018-08-22 12:02:27","2018-08-28 00:00:00",37137,alfenas,MG,-21.41064841911369236957,-45.94869709063283848913,1,127.55,1,1,boleto,1,0,0,1,1,1,1,99.90,27.65,127.55,0.216778,99.90,1050.00,24000.00,0,"2018-08-17 12:15:10","2018-08-17 12:15:10",sports_leisure,1,236ccf78a5c4c350c18fdc1ae12b0187,5,0,0,0,16.20,15.53,3.21,164.57,183.32,1,1,-6,0,0,6
0009c9a17f916a706d71784483a5d643,8a250edc40ebc5c3940ebc940f16a7eb,6062db572f3ef38b7a8ff4307abbfad3,delivered,"2018-04-25 09:10:41","2018-04-25 09:33:19","2018-04-27 15:14:00","2018-04-30 17:54:25","2018-05-09 00:00:00",13044,campinas,SP,-22.94201063901167797619,-47.04232111623405669048,1,650.34,1,1,credit_card,6,0,0,1,1,1,1,639.00,11.34,650.34,0.017437,639.00,200.00,960.00,0,"2018-05-02 09:31:53","2018-05-02 09:31:53",consoles_games,1,787a452b54147f8f64737b1e040234af,4,0,0,0,21.25,0.38,53.68,74.67,128.73,1,1,-9,0,0,9
000aed2e25dbad2f9ddb70584c5a2ded,fff5169e583fd07fac9fec88962f189d,6457be0b331148fb5454efc88d1e03d9,delivered,"2018-05-11 20:33:38","2018-05-11 20:57:03","2018-05-16 14:26:00","2018-05-18 16:46:31","2018-05-22 00:00:00",13458,"santa barbara d'oeste",SP,-22.77339791492673963043,-47.40596575462711713043,1,152.77,1,1,credit_card,1,0,0,1,1,1,1,144.00,8.77,152.77,0.057407,144.00,468.00,7866.00,0,"2018-05-16 20:57:03","2018-05-16 20:57:03",perfumery,1,00800678dcf28b0ea0caef2147b6945d,1,1,1,1,82.87,0.39,113.48,50.34,164.21,1,1,-4,0,0,4
000c3e6612759851cc3cbb4b83257986,3773bcf1a6fbd29233ea1c1b573c4f22,f5f088001070650f9e9a8cd773621f35,delivered,"2017-08-12 10:08:57","2017-08-15 03:35:32","2017-08-15 15:32:51","2017-08-19 15:22:17","2017-09-01 00:00:00",13208,jundiai,SP,-23.19481431742844653205,-46.89679928100816357051,1,112.71,1,1,boleto,1,0,0,1,1,1,1,99.00,13.71,112.71,0.121640,99.00,1800.00,4096.00,0,"2017-08-21 03:33:13","2017-08-21 03:33:13",sports_leisure,1,51b9186876d4708a91786f8517fe7106,5,0,0,1,19.94,65.44,11.96,95.82,173.22,1,1,-13,0,0,13
000e562887b1f2006d75e0be9558292e,2b01d668726fb0b751c55918c0437b7b,b2c72d1e9f6430603b8337d8f1394a99,delivered,"2018-02-22 11:54:42","2018-02-22 12:08:37","2018-02-26 14:18:32","2018-03-12 18:46:34","2018-03-19 00:00:00",11533,cubatao,SP,-23.92794774374185331148,-46.40974227350017026230,1,41.11,1,1,credit_card,4,0,0,1,1,1,1,25.00,16.11,41.11,0.391875,25.00,600.00,8400.00,0,"2018-02-28 12:08:37","2018-02-28 12:08:37",cool_stuff,1,3b9a423bdbe8734ddfeb09bced16e5d9,3,1,0,1,23.06,0.23,98.17,340.47,438.86,1,1,-7,0,0,7
000e63d38ae8c00bbcb5a30573b99628,98884e672c5ba85f4394f2044e1a3eab,860fc00d3154ce2346c43ebe47b9b6ce,delivered,"2018-03-23 19:48:26","2018-03-23 20:07:49","2018-03-26 21:38:48","2018-03-27 14:51:47","2018-04-05 00:00:00",04679,"sao paulo",SP,-23.67427925345722360494,-46.68190697391393319753,1,56.78,1,1,credit_card,1,0,0,1,1,1,1,47.90,8.88,56.78,0.156393,47.90,800.00,8000.00,0,"2018-03-29 20:07:49","2018-03-29 20:07:49",bed_bath_table,1,06f45fcd8b9b54c30b0de110eb849228,3,1,0,1,18.54,0.32,73.52,17.22,91.06,1,1,-9,0,0,9
000e906b789b55f64edcb1f84030f90d,6a3b2fc9f270df258605e22bef19fd88,3588484a539617d91500764822230fb6,delivered,"2017-11-21 18:54:23","2017-11-21 19:09:02","2017-11-22 20:46:54","2017-12-09 17:27:23","2017-12-07 00:00:00",18900,"santa cruz do rio pardo",SP,-22.89632848053298641520,-49.62424016246884595906,1,33.84,1,1,credit_card,3,0,0,1,1,1,1,21.99,11.85,33.84,0.350177,21.99,300.00,816.00,0,"2017-11-27 19:09:02","2017-11-27 19:09:02",telephony,1,a5fb93d6a9e707bd84c07da74e8d79fd,3,1,0,0,57.92,0.24,25.63,404.67,430.55,1,1,2,1,2,0
000f25f4d72195062c040b12dce9a18a,86ade8ebc14f18dd6c3ea75bd0eb7534,1a6cbc34ea404cb0af7ed74df0999354,delivered,"2018-03-07 10:33:13","2018-03-07 11:10:11","2018-03-16 15:58:31","2018-03-22 16:51:52","2018-04-11 00:00:00",27213,"volta redonda",RJ,-22.50603969196868276364,-44.08983906130702232727,1,164.39,1,1,credit_card,1,0,0,1,1,1,1,119.99,44.40,164.39,0.270089,119.99,9375.00,56430.00,0,"2018-03-21 11:10:11","2018-03-21 11:10:11",office_furniture,1,775038877f3c507777081ff685e14a60,4,0,0,0,28.29,0.62,220.81,144.89,366.31,1,1,-20,0,0,20
001021efaa8636c29475e7734483457d,2dfbf74859104caf100df3720a1d833d,2193383c470dc9cec894ce78afd0ebd6,delivered,"2018-02-27 09:27:14","2018-02-27 09:35:41","2018-02-27 21:43:46","2018-03-08 20:06:33","2018-03-23 00:00:00",86870,ivaipora,PR,-24.24639688173703713386,-51.67066762921262194488,1,64.10,1,1,credit_card,3,0,0,1,1,1,1,49.00,15.10,64.10,0.235569,49.00,250.00,640.00,0,"2018-03-05 09:35:41","2018-03-05 09:35:41",fashion_bags_accessories,1,fa2d523cc60173d4889520763a2e4851,4,0,0,1,110.08,0.14,12.13,214.38,226.66,1,1,-15,0,0,15
0010b2e5201cc5f1ae7e9c6cc8f5bd00,57ef317d4818cb42680fc9dfd13867ce,e883f26917e2095c439f70c2cf8c914b,delivered,"2017-09-11 17:39:33","2017-09-11 18:04:37","2017-09-12 17:02:57","2017-09-23 13:21:21","2017-09-27 00:00:00",22461,"rio de janeiro",RJ,-22.96134503409605018631,-43.21364138805081906084,1,65.50,1,1,credit_card,3,0,0,1,1,1,1,48.90,16.60,65.50,0.253435,48.90,1800.00,5780.00,0,"2017-09-15 18:04:37","2017-09-15 18:04:37",cool_stuff,1,f55e59915a07435c3615737a15470d96,5,0,0,0,18.58,0.42,22.97,260.31,283.70,1,1,-4,0,0,4
0010dedd556712d7bb69a19cb7bbd37a,3a92efdb6e6163dc1734d44f2f5f6d04,a77550dd00887c5bb24100ccbd08cbe9,unavailable,"2017-10-21 19:32:06","2017-10-24 03:25:32",NULL,NULL,"2017-11-03 00:00:00",04851,"sao paulo",SP,-23.73159518384113118785,-46.66661691155489270166,1,111.12,1,1,boleto,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,d5d01007883616401b65674911160c82,1,1,1,1,10.86,55.89,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL
00119ff934e539cf26f92b9ef0cdfed8,7dd2e283f47deac853cf70f3b63c8d86,13df7b623839b4edc579ee40279d57c8,delivered,"2017-08-06 00:42:49","2017-08-07 00:35:12","2017-08-07 21:12:34","2017-08-16 17:29:59","2017-08-31 00:00:00",26263,"nova iguacu",RJ,-22.75111632163619738710,-43.48036640700670232258,1,236.88,1,1,credit_card,6,0,0,1,1,1,1,219.90,16.98,236.88,0.071682,219.90,9800.00,44100.00,0,"2017-08-11 00:35:12","2017-08-11 00:35:12",sports_leisure,1,e79b1300216401c0212ab9b5a66372ff,5,0,0,1,24.41,23.87,20.62,212.29,256.79,1,1,-15,0,0,15
0011d82c4b53e22e84023405fb467e57,2013d892495e1a101d742d533d2d1119,02daaa0e021d624d1784c4ea5cc84ace,delivered,"2018-01-16 21:43:23","2018-01-16 21:51:25","2018-01-23 22:08:06","2018-01-26 22:14:02","2018-02-15 00:00:00",01033,"sao paulo",SP,-23.53927143707780825532,-46.63587808421484436170,1,315.33,1,1,credit_card,2,0,0,1,1,1,1,289.00,26.33,315.33,0.083500,289.00,2965.00,37638.00,0,"2018-01-29 21:51:25","2018-01-29 21:51:25",luggage_accessories,1,04a15fdeccc0572ca4f52b16cd50408a,4,0,0,0,37.31,0.13,168.28,72.10,240.51,1,1,-20,0,0,20
00125cb692d04887809806618a2a145f,8afb90a97ee661103014329b1bcea1a2,7ac26eac431c6848694a2de6f0327524,delivered,"2017-03-23 12:21:17","2017-03-23 13:05:42","2017-03-27 08:58:04","2017-04-07 15:32:47","2017-04-20 00:00:00",75123,anapolis,GO,-16.34935519327304091304,-48.95546714694174400000,1,135.41,1,1,credit_card,1,0,0,1,1,1,1,109.90,25.51,135.41,0.188391,109.90,2500.00,40467.00,0,"2017-03-29 13:05:42","2017-03-29 13:05:42",furniture_decor,1,08af1a16cca5edd546f4a10b6e87af2e,5,0,0,1,136.71,0.74,91.87,270.58,363.19,1,1,-13,0,0,13
00130c0eee84a3d909e75bc08c5c3ca1,47d656c08a282ec5ab4c1f18303a3a30,b5910f24d2483d697b37e3857b621061,delivered,"2018-06-11 21:17:00","2018-06-12 05:16:24","2018-06-12 14:22:00","2018-06-13 15:28:25","2018-06-20 00:00:00",09820,"sao bernardo do campo",SP,-23.74089677212716820531,-46.55520335320263602174,1,35.84,1,1,boleto,1,0,0,1,1,1,1,27.90,7.94,35.84,0.221540,27.90,150.00,2873.00,0,"2018-06-14 05:16:24","2018-06-14 05:16:24",food,1,4ff9a24999699f7104ed23fec2563351,5,0,0,1,19.84,7.99,9.09,25.11,42.19,1,1,-7,0,0,7
0013503b13da1eac686219390b7d641b,f7277fce45fad3165379c15cacf5ddbe,1544f85dff3797491b60f2a5241d14c1,delivered,"2017-12-05 23:40:59","2017-12-07 03:16:36","2017-12-07 22:59:30","2017-12-20 22:46:28","2017-12-28 00:00:00",06160,osasco,SP,-23.55741936135525655918,-46.81212888634085149388,1,137.22,1,1,boleto,1,0,0,1,1,1,1,119.90,17.32,137.22,0.126221,119.90,2500.00,5712.00,0,"2017-12-13 03:16:36","2017-12-13 03:16:36",furniture_decor,1,b5c9aa83935388c89bd9b1b2ce6d1439,5,0,0,0,77.05,27.59,19.72,311.78,359.09,1,1,-8,0,0,8
00137e170939bba5a3134e2386413108,7b63cba66b8e6d002e94d0990c1e2868,38c3bc2d6df03905e3e8d3d5b079acf4,delivered,"2017-11-24 16:50:38","2017-11-25 06:30:55","2017-11-28 19:43:52","2017-12-11 19:12:55","2017-12-18 00:00:00",22790,"rio de janeiro",RJ,-23.01298650422645958515,-43.46551954103294322416,1,421.65,1,1,boleto,1,0,0,1,1,1,1,397.00,24.65,421.65,0.058461,397.00,2650.00,18000.00,0,"2017-11-30 06:30:55","2017-11-30 06:30:55",agro_industry_and_commerce,1,fe1711409007a1243f6fa3a1118d416c,4,0,0,0,35.14,13.67,85.22,311.48,410.37,1,1,-7,0,0,7
001427c0ec99cf8af737bd88e92fd444,eab9c552374be06ed15923016dc9e588,2ada69d1c5528233e3d9aa3f1d8da1b1,delivered,"2018-04-07 18:51:22","2018-04-07 19:08:28","2018-04-09 23:29:32","2018-04-25 23:38:41","2018-05-10 00:00:00",38304,ituiutaba,MG,-18.98921915692874127941,-49.45198716119140657353,1,83.25,1,1,credit_card,1,0,0,1,1,1,1,59.90,23.35,83.25,0.280480,59.90,750.00,8349.00,0,"2018-04-12 19:08:28","2018-04-12 19:08:28",furniture_decor,1,174a50ecc3181301a3585ff14ab5f98b,2,1,1,0,83.13,0.29,52.35,384.15,436.79,1,1,-15,0,0,15
00143d0f86d6fbd9f9b38ab440ac16f5,2e45292979b9b2700ea09560eeb0f803,bb8a37225e0279ac8a274c9765617eaf,delivered,"2017-10-16 15:29:43","2017-10-16 16:07:52","2017-10-16 23:04:43","2017-10-27 18:43:56","2017-11-06 00:00:00",74663,goiania,GO,-16.63231544077584428788,-49.25827955043823996970,1,109.29,1,1,credit_card,1,0,0,1,3,1,1,63.99,45.30,109.29,0.414494,21.33,540.00,7854.00,0,"2017-10-20 16:07:52","2017-10-20 16:07:52",sports_leisure,0,NULL,NULL,NULL,NULL,NULL,NULL,0.64,6.95,259.65,267.24,1,1,-10,0,0,10
0014ae671de39511f7575066200733b7,41065d9dcea52218c3943d2eed072b97,8e5a8d9363eb6296154b65750c8702ca,delivered,"2017-05-22 13:49:03","2017-05-23 03:15:24","2017-05-29 09:04:02","2017-06-07 13:52:52","2017-06-13 00:00:00",83325,pinhais,PR,-25.41514785414182906024,-49.18059028549586840964,1,30.60,1,1,boleto,1,0,0,1,1,1,1,16.50,14.10,30.60,0.460784,16.50,350.00,836.00,0,"2017-05-29 03:15:24","2017-05-29 03:15:24",telephony,1,81c4070474d420a77a2254b8a5473f6a,5,0,0,0,38.42,13.44,149.81,220.81,384.06,1,1,-6,0,0,6
0015ebb40fb17286bea51d4607c4733c,da43a556bf5c36a1104c473cff77de6c,2e0daa38f7fd081ddcda32d972e5ec50,delivered,"2018-01-14 09:01:36","2018-01-14 09:11:24","2018-01-17 22:56:36","2018-02-01 20:29:51","2018-02-15 00:00:00",85948,"pato bragado",PR,-24.62580914086374152000,-54.22673085775215768000,1,37.00,1,1,credit_card,1,0,0,1,1,1,1,21.90,15.10,37.00,0.408108,21.90,150.00,6000.00,0,"2018-01-18 09:11:24","2018-01-18 09:11:24",electronics,1,282ec15daab81bd9afe2452fa0ee7b39,5,0,0,0,33.65,0.16,85.75,357.55,443.47,1,1,-14,0,0,14
00169e31ef4b29deaae414f9a5e95929,efb3830adb68fb8a89c948774388ec28,577edb526f98771b20d6db4a51d79423,delivered,"2018-01-16 09:26:39","2018-01-17 03:35:47","2018-01-17 16:46:04","2018-01-23 20:19:04","2018-02-07 00:00:00",22775,"rio de janeiro",RJ,-22.96914820115267456917,-43.38306523796815640514,1,55.11,1,1,boleto,1,0,0,1,1,1,1,39.00,16.11,55.11,0.292324,39.00,550.00,8364.00,0,"2018-01-23 03:35:47","2018-01-23 03:35:47",bed_bath_table,1,28e20f3ef22e8795ea14e65f54e087a3,1,1,1,1,23.61,18.15,13.17,147.55,178.87,1,1,-15,0,0,15
0016dfedd97fc2950e388d2971d718c7,2c8b917c5d7dd720ebe36a5ed3b501ec,33febb33a42a35f5826a22584b127f9d,delivered,"2017-04-28 19:54:40","2017-04-29 10:05:12","2017-05-16 08:40:49","2017-05-22 18:32:21","2017-06-01 00:00:00",45860,canavieiras,BA,-15.67359617200346608247,-38.94930495414424973196,1,70.55,2,2,credit_card,5,1,1,1,1,1,1,49.75,20.80,70.55,0.294826,49.75,1500.00,3726.00,0,"2017-05-05 10:05:12","2017-05-05 10:05:12",garden_tools,1,f11d548dc1a7c713bff0b6d2ef0dff7c,5,0,0,0,44.15,14.18,406.59,153.86,574.63,1,1,-10,0,0,10
0017afd5076e074a48f1f1a4c7bac9c5,8085a9af46f619bc25966f151a362b0d,98758d88bf4b8eef1372ddee45d63178,delivered,"2017-04-06 22:16:10","2017-04-06 22:25:19","2017-04-17 13:54:37","2017-05-23 08:32:07","2017-05-19 00:00:00",57250,"campo alegre",AL,-9.78432307725669550000,-36.34994068823630960000,1,853.39,1,1,credit_card,10,0,0,1,1,1,1,809.10,44.29,853.39,0.051899,809.10,3407.00,14168.00,0,"2017-04-24 22:25:19","2017-04-24 22:25:19",computers_accessories,1,f7bbac6b6901d7636435ea406a856e34,1,1,1,0,11.51,0.15,255.49,858.63,1114.27,1,1,4,1,4,0
001862358bf858722e1e2ae000cfed8b,2cf869dd40c98f29686f636d83545cce,eb2568a7ba9b2ca9bf1f818a8dea82ce,delivered,"2018-02-06 19:11:57","2018-02-07 19:10:37","2018-02-08 17:44:13","2018-02-15 22:57:01","2018-03-02 00:00:00",12530,cunha,SP,-23.07086402487931084375,-44.95559406579930553906,1,113.71,1,1,credit_card,2,0,0,1,1,1,1,99.99,13.72,113.71,0.120658,99.99,1200.00,15750.00,0,"2018-02-13 19:10:37","2018-02-13 19:10:37",cool_stuff,1,164fba09ca80765e400c72749b58c267,5,0,0,1,110.19,23.98,22.56,173.21,219.75,1,1,-15,0,0,15
0019c29108428acffd089c36103c9440,5f6bbac628ae418db4e0f92932f899c1,d02e64b28b7c386aab81bb6ce148799a,delivered,"2018-03-06 06:40:28","2018-03-06 06:50:26","2018-03-07 01:20:05","2018-03-16 22:34:53","2018-04-11 00:00:00",37580,"monte siao",MG,-22.43021789812107532903,-46.57340512991157923871,1,79.85,1,1,credit_card,7,0,0,1,1,1,1,59.90,19.95,79.85,0.249843,59.90,750.00,8349.00,0,"2018-03-12 06:50:26","2018-03-12 06:50:26",furniture_decor,1,1e8067a9f38deb9426d4278fa2d213d0,5,0,0,1,88.56,0.17,18.49,237.25,255.91,1,1,-26,0,0,26
