order_id,seller_id,order_status,order_purchase_timestamp,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,customer_lat,customer_lng,seller_zip_code_prefix,seller_city,seller_state,seller_lat,seller_lng,is_cross_state,approximate_distance_km,seller_item_count,seller_distinct_product_count,seller_product_value,seller_freight_value,seller_value_including_freight,seller_freight_ratio,seller_total_weight_g,seller_total_volume_cm3,missing_product_attribute_items,primary_category_name,earliest_shipping_limit_date,latest_shipping_limit_date,order_delivered_carrier_date,handover_vs_earliest_limit_hours,handover_vs_latest_limit_hours,is_any_item_handover_late,is_all_items_handover_late,order_delivered_customer_date,order_estimated_delivery_date,is_delivery_analysis_eligible,delivery_variance_days,is_late_delivery,review_score,is_low_score,is_strict_negative_score,order_distinct_seller_count,is_multi_seller_order
00061f2a7bc09da83e415a52dc8a4af1,cc419e0650a3c5ba77189a1882b7556a,delivered,"2018-03-24 22:16:10",107e6259485efac66428a56f10801f4f,13419,piracicaba,SP,-22.72902923051273762500,-47.64114808980569683824,09015,"santo andre",SP,-23.65936363644084708125,-46.52318334052175046250,0,154.13,1,1,59.99,8.88,68.87,0.128939,950.00,17500.00,0,health_beauty,"2018-03-29 22:28:09","2018-03-29 22:28:09","2018-03-27 05:26:55",-65.02,-65.02,0,0,"2018-03-29 00:04:19","2018-04-09 00:00:00",1,-11,0,5,0,0,1,0
00063b381e2406b52ad429470734ebd5,8602a61d680a10a82cceeeda0d99ea3d,delivered,"2018-07-27 17:21:27",3fb97204945ca0c01bcf3eee6031c5f1,15910,"monte alto",SP,-21.26345922011428599396,-48.49549672750633715106,01001,"sao paulo",SP,-23.55018977655176380769,-46.63402355590420365385,0,318.22,1,1,45.00,12.98,57.98,0.223870,200.00,2816.00,0,fashion_bags_accessories,"2018-07-31 17:30:39","2018-07-31 17:30:39","2018-07-30 14:52:00",-26.64,-26.64,0,0,"2018-08-07 13:56:52","2018-08-07 00:00:00",1,0,0,5,0,0,1,0
0006ec9db01a64e59a68b2c340bf65a7,4a3ca9315b744ce9f8e9374361493884,delivered,"2018-07-24 17:04:17",7ed0ea20347f67fe61d1c99fdf8556ae,21810,"rio de janeiro",RJ,-22.87922054417215932370,-43.45931046493798539306,14940,ibitinga,SP,-21.75732063771275830070,-48.82974353343715815385,1,566.30,1,1,74.00,23.32,97.32,0.239622,1383.00,20000.00,0,bed_bath_table,"2018-07-26 17:24:20","2018-07-26 17:24:20","2018-07-25 11:02:00",-30.37,-30.37,0,0,"2018-07-31 01:04:15","2018-08-22 00:00:00",1,-22,0,5,0,0,1,0
0008288aa423d2a3f00fcb17cd7d8719,1f50f920176fa81dab994f9023523100,delivered,"2018-02-13 22:10:21",9e4159995424971423b98c4a8bc11529,06600,jandira,SP,-23.53235383161368215493,-46.90135228978096818310,15025,"sao jose do rio preto",SP,-20.80670693101839003759,-49.38916453524921292481,0,396.82,2,1,99.80,26.74,126.54,0.211317,3300.00,39600.00,0,garden_tools,"2018-02-21 02:55:52","2018-02-21 02:55:52","2018-02-20 18:23:28",-8.54,-8.54,0,0,"2018-02-26 13:55:22","2018-03-06 00:00:00",1,-8,0,5,0,0,1,0
0009792311464db532ff765bf7b182ae,530ec6109d11eaaf87999465c6afee01,delivered,"2018-08-14 20:43:09",4987996ddcd0ddb20740fdce7c2bfbb1,37137,alfenas,MG,-21.41064841911369236957,-45.94869709063283848913,85807,cascavel,PR,-24.94471438663164213904,-53.49030618847979187166,1,865.04,1,1,99.90,27.65,127.55,0.216778,1050.00,24000.00,0,sports_leisure,"2018-08-17 12:15:10","2018-08-17 12:15:10","2018-08-15 15:28:00",-44.79,-44.79,0,0,"2018-08-22 12:02:27","2018-08-28 00:00:00",1,-6,0,5,0,0,1,0
0009c9a17f916a706d71784483a5d643,fcb5ace8bcc92f75707dc0f01a27d269,delivered,"2018-04-25 09:10:41",6062db572f3ef38b7a8ff4307abbfad3,13044,campinas,SP,-22.94201063901167797619,-47.04232111623405669048,07032,guarulhos,SP,-23.50389665868340184615,-46.55452415041193674615,0,79.93,1,1,639.00,11.34,650.34,0.017437,200.00,960.00,0,consoles_games,"2018-05-02 09:31:53","2018-05-02 09:31:53","2018-04-27 15:14:00",-114.30,-114.30,0,0,"2018-04-30 17:54:25","2018-05-09 00:00:00",1,-9,0,4,0,0,1,0
000aed2e25dbad2f9ddb70584c5a2ded,fe2032dab1a61af8794248c8196565c9,delivered,"2018-05-11 20:33:38",6457be0b331148fb5454efc88d1e03d9,13458,"santa barbara d'oeste",SP,-22.77339791492673963043,-47.40596575462711713043,13030,campinas,SP,-22.92496986205361420000,-47.07428354596362012308,0,37.94,1,1,144.00,8.77,152.77,0.057407,468.00,7866.00,0,perfumery,"2018-05-16 20:57:03","2018-05-16 20:57:03","2018-05-16 14:26:00",-6.52,-6.52,0,0,"2018-05-18 16:46:31","2018-05-22 00:00:00",1,-4,0,1,1,1,1,0
000c3e6612759851cc3cbb4b83257986,218d46b86c1881d022bce9c68a7d4b15,delivered,"2017-08-12 10:08:57",f5f088001070650f9e9a8cd773621f35,13208,jundiai,SP,-23.19481431742844653205,-46.89679928100816357051,14070,"ribeirao preto",SP,-21.11271327505401692857,-47.79081007447943532143,0,249.15,1,1,99.00,13.71,112.71,0.121640,1800.00,4096.00,0,sports_leisure,"2017-08-21 03:33:13","2017-08-21 03:33:13","2017-08-15 15:32:51",-132.01,-132.01,0,0,"2017-08-19 15:22:17","2017-09-01 00:00:00",1,-13,0,5,0,0,1,0
000e562887b1f2006d75e0be9558292e,8cbac7e12637ed9cffa18c7875207478,delivered,"2018-02-22 11:54:42",b2c72d1e9f6430603b8337d8f1394a99,11533,cubatao,SP,-23.92794774374185331148,-46.40974227350017026230,89254,"jaragua do sul",SC,-26.47103678845182877551,-49.11565414149591141837,1,392.51,1,1,25.00,16.11,41.11,0.391875,600.00,8400.00,0,cool_stuff,"2018-02-28 12:08:37","2018-02-28 12:08:37","2018-02-26 14:18:32",-45.83,-45.83,0,0,"2018-03-12 18:46:34","2018-03-19 00:00:00",1,-7,0,3,1,0,1,0
000e63d38ae8c00bbcb5a30573b99628,1c129092bf23f28a5930387c980c0dfc,delivered,"2018-03-23 19:48:26",860fc00d3154ce2346c43ebe47b9b6ce,04679,"sao paulo",SP,-23.67427925345722360494,-46.68190697391393319753,02972,"sao paulo",SP,-23.48115800015398670000,-46.71053625522482060000,0,21.67,1,1,47.90,8.88,56.78,0.156393,800.00,8000.00,0,bed_bath_table,"2018-03-29 20:07:49","2018-03-29 20:07:49","2018-03-26 21:38:48",-70.48,-70.48,0,0,"2018-03-27 14:51:47","2018-04-05 00:00:00",1,-9,0,3,1,0,1,0
000e906b789b55f64edcb1f84030f90d,ea8482cd71df3c1969d7b9473ff13abc,delivered,"2017-11-21 18:54:23",3588484a539617d91500764822230fb6,18900,"santa cruz do rio pardo",SP,-22.89632848053298641520,-49.62424016246884595906,04160,"sao paulo",SP,-23.62547545562187481481,-46.61200044104113651852,0,318.21,1,1,21.99,11.85,33.84,0.350177,300.00,816.00,0,telephony,"2017-11-27 19:09:02","2017-11-27 19:09:02","2017-11-22 20:46:54",-118.37,-118.37,0,0,"2017-12-09 17:27:23","2017-12-07 00:00:00",1,2,1,3,1,0,1,0
000f25f4d72195062c040b12dce9a18a,7c67e1448b00f6e969d365cea6b010ab,delivered,"2018-03-07 10:33:13",1a6cbc34ea404cb0af7ed74df0999354,27213,"volta redonda",RJ,-22.50603969196868276364,-44.08983906130702232727,08577,itaquaquecetuba,SP,-23.48611145466222058993,-46.36672076531711324460,1,257.27,1,1,119.99,44.40,164.39,0.270089,9375.00,56430.00,0,office_furniture,"2018-03-21 11:10:11","2018-03-21 11:10:11","2018-03-16 15:58:31",-115.19,-115.19,0,0,"2018-03-22 16:51:52","2018-04-11 00:00:00",1,-20,0,4,0,0,1,0
001021efaa8636c29475e7734483457d,6560211a19b47992c3666cc44a7e94c0,delivered,"2018-02-27 09:27:14",2193383c470dc9cec894ce78afd0ebd6,86870,ivaipora,PR,-24.24639688173703713386,-51.67066762921262194488,05849,"sao paulo",SP,-23.65236617784017336364,-46.75575337195746080682,1,503.78,1,1,49.00,15.10,64.10,0.235569,250.00,640.00,0,fashion_bags_accessories,"2018-03-05 09:35:41","2018-03-05 09:35:41","2018-02-27 21:43:46",-131.87,-131.87,0,0,"2018-03-08 20:06:33","2018-03-23 00:00:00",1,-15,0,4,0,0,1,0
0010b2e5201cc5f1ae7e9c6cc8f5bd00,3504c0cb71d7fa48d967e0e4c94d59d9,delivered,"2017-09-11 17:39:33",e883f26917e2095c439f70c2cf8c914b,22461,"rio de janeiro",RJ,-22.96134503409605018631,-43.21364138805081906084,09350,maua,SP,-23.68072925216332430918,-46.44423827270238675362,1,339.43,1,1,48.90,16.60,65.50,0.253435,1800.00,5780.00,0,cool_stuff,"2017-09-15 18:04:37","2017-09-15 18:04:37","2017-09-12 17:02:57",-73.03,-73.03,0,0,"2017-09-23 13:21:21","2017-09-27 00:00:00",1,-4,0,5,0,0,1,0
00119ff934e539cf26f92b9ef0cdfed8,c864036feaab8c1659f65ea4faebe1da,delivered,"2017-08-06 00:42:49",13df7b623839b4edc579ee40279d57c8,26263,"nova iguacu",RJ,-22.75111632163619738710,-43.48036640700670232258,83605,"campo largo",PR,-25.45102894973227275000,-49.55878492662088966667,1,686.01,1,1,219.90,16.98,236.88,0.071682,9800.00,44100.00,0,sports_leisure,"2017-08-11 00:35:12","2017-08-11 00:35:12","2017-08-07 21:12:34",-75.38,-75.38,0,0,"2017-08-16 17:29:59","2017-08-31 00:00:00",1,-15,0,5,0,0,1,0
0011d82c4b53e22e84023405fb467e57,bfd27a966d91cfaafdb25d076585f0da,delivered,"2018-01-16 21:43:23",02daaa0e021d624d1784c4ea5cc84ace,01033,"sao paulo",SP,-23.53927143707780825532,-46.63587808421484436170,13930,"serra negra",SP,-22.61462113779526494690,-46.70959342861238730531,0,103.09,1,1,289.00,26.33,315.33,0.083500,2965.00,37638.00,0,luggage_accessories,"2018-01-29 21:51:25","2018-01-29 21:51:25","2018-01-23 22:08:06",-143.72,-143.72,0,0,"2018-01-26 22:14:02","2018-02-15 00:00:00",1,-20,0,4,0,0,1,0
00125cb692d04887809806618a2a145f,41b39e28db005d9731d9d485a83b4c38,delivered,"2017-03-23 12:21:17",7ac26eac431c6848694a2de6f0327524,75123,anapolis,GO,-16.34935519327304091304,-48.95546714694174400000,09220,"santo andre",SP,-23.62228789605998724370,-46.53690086794832233613,1,847.21,1,1,109.90,25.51,135.41,0.188391,2500.00,40467.00,0,furniture_decor,"2017-03-29 13:05:42","2017-03-29 13:05:42","2017-03-27 08:58:04",-52.13,-52.13,0,0,"2017-04-07 15:32:47","2017-04-20 00:00:00",1,-13,0,5,0,0,1,0
00130c0eee84a3d909e75bc08c5c3ca1,16090f2ca825584b5a147ab24aa30c86,delivered,"2018-06-11 21:17:00",b5910f24d2483d697b37e3857b621061,09820,"sao bernardo do campo",SP,-23.74089677212716820531,-46.55520335320263602174,12940,atibaia,SP,-23.11473052430800882213,-46.55288053987791055336,0,69.63,1,1,27.90,7.94,35.84,0.221540,150.00,2873.00,0,food,"2018-06-14 05:16:24","2018-06-14 05:16:24","2018-06-12 14:22:00",-38.91,-38.91,0,0,"2018-06-13 15:28:25","2018-06-20 00:00:00",1,-7,0,5,0,0,1,0
0013503b13da1eac686219390b7d641b,1554a68530182680ad5c8b042c3ab563,delivered,"2017-12-05 23:40:59",1544f85dff3797491b60f2a5241d14c1,06160,osasco,SP,-23.55741936135525655918,-46.81212888634085149388,37580,"monte siao",MG,-22.43021789812107532903,-46.57340512991157923871,1,127.70,1,1,119.90,17.32,137.22,0.126221,2500.00,5712.00,0,furniture_decor,"2017-12-13 03:16:36","2017-12-13 03:16:36","2017-12-07 22:59:30",-124.29,-124.29,0,0,"2017-12-20 22:46:28","2017-12-28 00:00:00",1,-8,0,5,0,0,1,0
00137e170939bba5a3134e2386413108,e59aa562b9f8076dd550fcddf0e73491,delivered,"2017-11-24 16:50:38",38c3bc2d6df03905e3e8d3d5b079acf4,22790,"rio de janeiro",RJ,-23.01298650422645958515,-43.46551954103294322416,82810,curitiba,PR,-25.43724984091198883673,-49.21243592752114189796,1,641.98,1,1,397.00,24.65,421.65,0.058461,2650.00,18000.00,0,agro_industry_and_commerce,"2017-11-30 06:30:55","2017-11-30 06:30:55","2017-11-28 19:43:52",-34.78,-34.78,0,0,"2017-12-11 19:12:55","2017-12-18 00:00:00",1,-7,0,4,0,0,1,0
001427c0ec99cf8af737bd88e92fd444,77530e9772f57a62c906e1c21538ab82,delivered,"2018-04-07 18:51:22",2ada69d1c5528233e3d9aa3f1d8da1b1,38304,ituiutaba,MG,-18.98921915692874127941,-49.45198716119140657353,80310,curitiba,PR,-25.45693388285515540952,-49.30945498395365239048,1,719.33,1,1,59.90,23.35,83.25,0.280480,750.00,8349.00,0,furniture_decor,"2018-04-12 19:08:28","2018-04-12 19:08:28","2018-04-09 23:29:32",-67.65,-67.65,0,0,"2018-04-25 23:38:41","2018-05-10 00:00:00",1,-15,0,2,1,1,1,0
00143d0f86d6fbd9f9b38ab440ac16f5,a17f621c590ea0fab3d5d883e1630ec6,delivered,"2017-10-16 15:29:43",bb8a37225e0279ac8a274c9765617eaf,74663,goiania,GO,-16.63231544077584428788,-49.25827955043823996970,18055,sorocaba,SP,-23.49731650068854727391,-47.50160216407420303043,1,785.06,3,1,63.99,45.30,109.29,0.414494,540.00,7854.00,0,sports_leisure,"2017-10-20 16:07:52","2017-10-20 16:07:52","2017-10-16 23:04:43",-89.05,-89.05,0,0,"2017-10-27 18:43:56","2017-11-06 00:00:00",1,-10,0,NULL,NULL,NULL,1,0
0014ae671de39511f7575066200733b7,92eb0f42c21942b6552362b9b114707d,delivered,"2017-05-22 13:49:03",8e5a8d9363eb6296154b65750c8702ca,83325,pinhais,PR,-25.41514785414182906024,-49.18059028549586840964,03504,"sao paulo",SP,-23.53755537000388880952,-46.53822847017660961905,1,339.24,1,1,16.50,14.10,30.60,0.460784,350.00,836.00,0,telephony,"2017-05-29 03:15:24","2017-05-29 03:15:24","2017-05-29 09:04:02",5.81,5.81,1,1,"2017-06-07 13:52:52","2017-06-13 00:00:00",1,-6,0,5,0,0,1,0
0015ebb40fb17286bea51d4607c4733c,8b321bb669392f5163d04c59e235e066,delivered,"2018-01-14 09:01:36",2e0daa38f7fd081ddcda32d972e5ec50,85948,"pato bragado",PR,-24.62580914086374152000,-54.22673085775215768000,01212,"sao paulo",SP,-23.53826851179066174074,-46.63942263256763940741,1,779.56,1,1,21.90,15.10,37.00,0.408108,150.00,6000.00,0,electronics,"2018-01-18 09:11:24","2018-01-18 09:11:24","2018-01-17 22:56:36",-10.25,-10.25,0,0,"2018-02-01 20:29:51","2018-02-15 00:00:00",1,-14,0,5,0,0,1,0
00169e31ef4b29deaae414f9a5e95929,a3e9a2c700480d9bb01fba070ba80a0e,delivered,"2018-01-16 09:26:39",577edb526f98771b20d6db4a51d79423,22775,"rio de janeiro",RJ,-22.96914820115267456917,-43.38306523796815640514,14940,ibitinga,SP,-21.75732063771275830070,-48.82974353343715815385,1,576.03,1,1,39.00,16.11,55.11,0.292324,550.00,8364.00,0,bed_bath_table,"2018-01-23 03:35:47","2018-01-23 03:35:47","2018-01-17 16:46:04",-130.83,-130.83,0,0,"2018-01-23 20:19:04","2018-02-07 00:00:00",1,-15,0,1,1,1,1,0
0016dfedd97fc2950e388d2971d718c7,a35124e2d763d7ca3fbe3b97d143200f,delivered,"2017-04-28 19:54:40",33febb33a42a35f5826a22584b127f9d,45860,canavieiras,BA,-15.67359617200346608247,-38.94930495414424973196,04041,"sao paulo",SP,-23.60142667544825928571,-46.64483387554034955357,1,1193.77,1,1,49.75,20.80,70.55,0.294826,1500.00,3726.00,0,garden_tools,"2017-05-05 10:05:12","2017-05-05 10:05:12","2017-05-16 08:40:49",262.59,262.59,1,1,"2017-05-22 18:32:21","2017-06-01 00:00:00",1,-10,0,5,0,0,1,0
0017afd5076e074a48f1f1a4c7bac9c5,25c5c91f63607446a97b143d2d535d31,delivered,"2017-04-06 22:16:10",98758d88bf4b8eef1372ddee45d63178,57250,"campo alegre",AL,-9.78432307725669550000,-36.34994068823630960000,35680,itauna,MG,-20.07786307016462870227,-44.57613377216052295909,1,1445.20,1,1,809.10,44.29,853.39,0.051899,3407.00,14168.00,0,computers_accessories,"2017-04-24 22:25:19","2017-04-24 22:25:19","2017-04-17 13:54:37",-176.51,-176.51,0,0,"2017-05-23 08:32:07","2017-05-19 00:00:00",1,4,1,1,1,1,1,0
001862358bf858722e1e2ae000cfed8b,7a67c85e85bb2ce8582c35f2203ad736,delivered,"2018-02-06 19:11:57",eb2568a7ba9b2ca9bf1f818a8dea82ce,12530,cunha,SP,-23.07086402487931084375,-44.95559406579930553906,03426,"sao paulo",SP,-23.55233644110928653571,-46.53686856423847271429,0,170.12,1,1,99.99,13.72,113.71,0.120658,1200.00,15750.00,0,cool_stuff,"2018-02-13 19:10:37","2018-02-13 19:10:37","2018-02-08 17:44:13",-121.44,-121.44,0,0,"2018-02-15 22:57:01","2018-03-02 00:00:00",1,-15,0,5,0,0,1,0
0019c29108428acffd089c36103c9440,77530e9772f57a62c906e1c21538ab82,delivered,"2018-03-06 06:40:28",d02e64b28b7c386aab81bb6ce148799a,37580,"monte siao",MG,-22.43021789812107532903,-46.57340512991157923871,80310,curitiba,PR,-25.45693388285515540952,-49.30945498395365239048,1,436.52,1,1,59.90,19.95,79.85,0.249843,750.00,8349.00,0,furniture_decor,"2018-03-12 06:50:26","2018-03-12 06:50:26","2018-03-07 01:20:05",-125.51,-125.51,0,0,"2018-03-16 22:34:53","2018-04-11 00:00:00",1,-26,0,5,0,0,1,0
001ab0a7578dd66cd4b0a71f5b6e1e41,5656537e588803a555b8eb41f07a944b,delivered,"2017-12-27 00:38:47",d1f24d1d504e27bee13b415e40daeab0,40055,salvador,BA,-12.97128133903703531579,-38.50102407562977068421,72015,brasilia,DF,-15.83822554262570941176,-48.05340071885806450267,1,1076.85,3,1,74.67,52.89,127.56,0.414628,450.00,12870.00,0,electronics,"2018-01-04 02:33:42","2018-01-04 02:33:42","2017-12-28 18:09:35",-152.40,-152.40,0,0,"2018-01-17 20:43:29","2018-01-29 00:00:00",1,-12,0,4,0,0,1,0
001ac194d4a326a6fa99b581e9a3d963,ffc470761de7d0232558ba5e786e57b7,delivered,"2018-07-04 11:39:11",3d01f9412759a6a68f249b76eca0de78,11500,cubatao,SP,-23.88021442880334881132,-46.41727266494471286792,07091,guarulhos,SP,-23.46417836336766101282,-46.53933533349211767949,0,47.90,1,1,54.00,8.54,62.54,0.136553,418.00,1482.00,0,construction_tools_construction,"2018-07-10 02:51:10","2018-07-10 02:51:10","2018-07-06 08:58:00",-89.89,-89.89,0,0,"2018-07-12 17:48:49","2018-07-17 00:00:00",1,-5,0,5,0,0,1,0
001b76dd48a5b1eee3e87778daa40df8,9c0e69c7bf2619675bbadf47b43f655a,delivered,"2018-03-26 17:42:53",b32ff8caad5902c55fa167e7dc77cc69,15768,"santa salete",SP,-20.24555033868952316667,-50.69013593805436433333,12230,"sao jose dos campos",SP,-23.22450334584869767500,-45.88784285021330360000,0,596.38,1,1,81.99,13.01,95.00,0.136947,207.00,2652.00,0,computers_accessories,"2018-04-02 17:50:17","2018-04-02 17:50:17","2018-03-29 23:32:44",-90.29,-90.29,0,0,"2018-04-06 18:36:23","2018-04-27 00:00:00",1,-21,0,5,0,0,1,0
001c85b5f68d2be0cb0797afc9e8ce9a,4a3ca9315b744ce9f8e9374361493884,delivered,"2017-11-24 19:19:18",55a269f324455e78349e7b9b7e7e5911,08072,"sao paulo",SP,-23.51151156248394100000,-46.48429370056469217241,14940,ibitinga,SP,-21.75732063771275830070,-48.82974353343715815385,0,309.81,1,1,99.00,13.71,112.71,0.121640,1550.00,20944.00,0,bed_bath_table,"2017-11-29 22:38:47","2017-11-29 22:38:47","2017-11-27 12:42:15",-57.94,-57.94,0,0,"2017-12-22 18:37:40","2017-12-14 00:00:00",1,8,1,2,1,1,1,0
001d8f0e34a38c37f7dba2a37d4eba8b,f4aba7c0bca51484c30ab7bdc34bcdd1,delivered,"2017-05-14 17:19:44",870a0bdc769f9a7870309036740e79ea,02929,"sao paulo",SP,-23.49268785569519800000,-46.70633793156746617391,01031,"sao paulo",SP,-23.54190585344045083871,-46.63508761691668748387,0,9.10,2,1,37.98,15.56,53.54,0.290624,300.00,15652.00,0,health_beauty,"2017-05-18 17:35:11","2017-05-18 17:35:11","2017-05-24 15:45:01",142.16,142.16,1,1,"2017-05-26 13:14:50","2017-05-24 00:00:00",1,2,1,1,1,1,1,0
