order_id,order_item_id,order_status,order_purchase_timestamp,purchase_month,customer_id,customer_unique_id,customer_city,customer_state,product_id,category_name,product_weight_g,product_volume_cm3,seller_id,seller_city,seller_state,is_cross_state,shipping_limit_date,item_price,item_freight_value,item_value_including_freight,item_freight_ratio,is_delivered,is_canceled_or_unavailable,has_complete_product_dimension,has_complete_seller_dimension
00061f2a7bc09da83e415a52dc8a4af1,1,delivered,"2018-03-24 22:16:10",2018-03-01,c6fc061d86fab1e2b2eac259bac71a49,107e6259485efac66428a56f10801f4f,piracicaba,SP,d63c1011f49d98b976c352955b1c4bea,health_beauty,950,17500.00,cc419e0650a3c5ba77189a1882b7556a,"santo andre",SP,0,"2018-03-29 22:28:09",59.99,8.88,68.87,0.128939,1,0,1,1
00063b381e2406b52ad429470734ebd5,1,delivered,"2018-07-27 17:21:27",2018-07-01,6a899e55865de6549a58d2c6845e5604,3fb97204945ca0c01bcf3eee6031c5f1,"monte alto",SP,f177554ea93259a5b282f24e33f65ab6,fashion_bags_accessories,200,2816.00,8602a61d680a10a82cceeeda0d99ea3d,"sao paulo",SP,0,"2018-07-31 17:30:39",45.00,12.98,57.98,0.223870,1,0,1,1
0006ec9db01a64e59a68b2c340bf65a7,1,delivered,"2018-07-24 17:04:17",2018-07-01,5d178120c29c61748ea95bac23cb8f25,7ed0ea20347f67fe61d1c99fdf8556ae,"rio de janeiro",RJ,99a4788cb24856965c36a24e339b6058,bed_bath_table,1383,20000.00,4a3ca9315b744ce9f8e9374361493884,ibitinga,SP,1,"2018-07-26 17:24:20",74.00,23.32,97.32,0.239622,1,0,1,1
0008288aa423d2a3f00fcb17cd7d8719,1,delivered,"2018-02-13 22:10:21",2018-02-01,2355af7c75e7c98b43a87b2a7f210dc5,9e4159995424971423b98c4a8bc11529,jandira,SP,368c6c730842d78016ad823897a372db,garden_tools,1650,19800.00,1f50f920176fa81dab994f9023523100,"sao jose do rio preto",SP,0,"2018-02-21 02:55:52",49.90,13.37,63.27,0.211317,1,0,1,1
0008288aa423d2a3f00fcb17cd7d8719,2,delivered,"2018-02-13 22:10:21",2018-02-01,2355af7c75e7c98b43a87b2a7f210dc5,9e4159995424971423b98c4a8bc11529,jandira,SP,368c6c730842d78016ad823897a372db,garden_tools,1650,19800.00,1f50f920176fa81dab994f9023523100,"sao jose do rio preto",SP,0,"2018-02-21 02:55:52",49.90,13.37,63.27,0.211317,1,0,1,1
0009792311464db532ff765bf7b182ae,1,delivered,"2018-08-14 20:43:09",2018-08-01,2a30c97668e81df7c17a8b14447aeeba,4987996ddcd0ddb20740fdce7c2bfbb1,alfenas,MG,8cab8abac59158715e0d70a36c807415,sports_leisure,1050,24000.00,530ec6109d11eaaf87999465c6afee01,cascavel,PR,1,"2018-08-17 12:15:10",99.90,27.65,127.55,0.216778,1,0,1,1
0009c9a17f916a706d71784483a5d643,1,delivered,"2018-04-25 09:10:41",2018-04-01,8a250edc40ebc5c3940ebc940f16a7eb,6062db572f3ef38b7a8ff4307abbfad3,campinas,SP,3f27ac8e699df3d300ec4a5d8c5cf0b2,consoles_games,200,960.00,fcb5ace8bcc92f75707dc0f01a27d269,guarulhos,SP,0,"2018-05-02 09:31:53",639.00,11.34,650.34,0.017437,1,0,1,1
000aed2e25dbad2f9ddb70584c5a2ded,1,delivered,"2018-05-11 20:33:38",2018-05-01,fff5169e583fd07fac9fec88962f189d,6457be0b331148fb5454efc88d1e03d9,"santa barbara d'oeste",SP,4fa33915031a8cde03dd0d3e8fb27f01,perfumery,468,7866.00,fe2032dab1a61af8794248c8196565c9,campinas,SP,0,"2018-05-16 20:57:03",144.00,8.77,152.77,0.057407,1,0,1,1
000c3e6612759851cc3cbb4b83257986,1,delivered,"2017-08-12 10:08:57",2017-08-01,3773bcf1a6fbd29233ea1c1b573c4f22,f5f088001070650f9e9a8cd773621f35,jundiai,SP,b50c950aba0dcead2c48032a690ce817,sports_leisure,1800,4096.00,218d46b86c1881d022bce9c68a7d4b15,"ribeirao preto",SP,0,"2017-08-21 03:33:13",99.00,13.71,112.71,0.121640,1,0,1,1
000e562887b1f2006d75e0be9558292e,1,delivered,"2018-02-22 11:54:42",2018-02-01,2b01d668726fb0b751c55918c0437b7b,b2c72d1e9f6430603b8337d8f1394a99,cubatao,SP,5ed9eaf534f6936b51d0b6c5e4d5c2e9,cool_stuff,600,8400.00,8cbac7e12637ed9cffa18c7875207478,"jaragua do sul",SC,1,"2018-02-28 12:08:37",25.00,16.11,41.11,0.391875,1,0,1,1
000e63d38ae8c00bbcb5a30573b99628,1,delivered,"2018-03-23 19:48:26",2018-03-01,98884e672c5ba85f4394f2044e1a3eab,860fc00d3154ce2346c43ebe47b9b6ce,"sao paulo",SP,553e0e7590d3116a072507a3635d2877,bed_bath_table,800,8000.00,1c129092bf23f28a5930387c980c0dfc,"sao paulo",SP,0,"2018-03-29 20:07:49",47.90,8.88,56.78,0.156393,1,0,1,1
000e906b789b55f64edcb1f84030f90d,1,delivered,"2017-11-21 18:54:23",2017-11-01,6a3b2fc9f270df258605e22bef19fd88,3588484a539617d91500764822230fb6,"santa cruz do rio pardo",SP,57d79905de06d8897872c551bfd09358,telephony,300,816.00,ea8482cd71df3c1969d7b9473ff13abc,"sao paulo",SP,0,"2017-11-27 19:09:02",21.99,11.85,33.84,0.350177,1,0,1,1
000f25f4d72195062c040b12dce9a18a,1,delivered,"2018-03-07 10:33:13",2018-03-01,86ade8ebc14f18dd6c3ea75bd0eb7534,1a6cbc34ea404cb0af7ed74df0999354,"volta redonda",RJ,1c05e0964302b6cf68ca0d15f326c6ba,office_furniture,9375,56430.00,7c67e1448b00f6e969d365cea6b010ab,itaquaquecetuba,SP,1,"2018-03-21 11:10:11",119.99,44.40,164.39,0.270089,1,0,1,1
001021efaa8636c29475e7734483457d,1,delivered,"2018-02-27 09:27:14",2018-02-01,2dfbf74859104caf100df3720a1d833d,2193383c470dc9cec894ce78afd0ebd6,ivaipora,PR,5d7c23067ed3fc8c6e699b9373d5890b,fashion_bags_accessories,250,640.00,6560211a19b47992c3666cc44a7e94c0,"sao paulo",SP,1,"2018-03-05 09:35:41",49.00,15.10,64.10,0.235569,1,0,1,1
0010b2e5201cc5f1ae7e9c6cc8f5bd00,1,delivered,"2017-09-11 17:39:33",2017-09-01,57ef317d4818cb42680fc9dfd13867ce,e883f26917e2095c439f70c2cf8c914b,"rio de janeiro",RJ,5a419dbf24a8c9718fe522b81c69f61a,cool_stuff,1800,5780.00,3504c0cb71d7fa48d967e0e4c94d59d9,maua,SP,1,"2017-09-15 18:04:37",48.90,16.60,65.50,0.253435,1,0,1,1
00119ff934e539cf26f92b9ef0cdfed8,1,delivered,"2017-08-06 00:42:49",2017-08-01,7dd2e283f47deac853cf70f3b63c8d86,13df7b623839b4edc579ee40279d57c8,"nova iguacu",RJ,21b1c2f67a9aafb5af0eb06c13b9dbda,sports_leisure,9800,44100.00,c864036feaab8c1659f65ea4faebe1da,"campo largo",PR,1,"2017-08-11 00:35:12",219.90,16.98,236.88,0.071682,1,0,1,1
0011d82c4b53e22e84023405fb467e57,1,delivered,"2018-01-16 21:43:23",2018-01-01,2013d892495e1a101d742d533d2d1119,02daaa0e021d624d1784c4ea5cc84ace,"sao paulo",SP,c389f712c4b4510bc997cee93e8b1a28,luggage_accessories,2965,37638.00,bfd27a966d91cfaafdb25d076585f0da,"serra negra",SP,0,"2018-01-29 21:51:25",289.00,26.33,315.33,0.083500,1,0,1,1
00125cb692d04887809806618a2a145f,1,delivered,"2017-03-23 12:21:17",2017-03-01,8afb90a97ee661103014329b1bcea1a2,7ac26eac431c6848694a2de6f0327524,anapolis,GO,1c0c0093a48f13ba70d0c6b0a9157cb7,furniture_decor,2500,40467.00,41b39e28db005d9731d9d485a83b4c38,"santo andre",SP,1,"2017-03-29 13:05:42",109.90,25.51,135.41,0.188391,1,0,1,1
00130c0eee84a3d909e75bc08c5c3ca1,1,delivered,"2018-06-11 21:17:00",2018-06-01,47d656c08a282ec5ab4c1f18303a3a30,b5910f24d2483d697b37e3857b621061,"sao bernardo do campo",SP,89321f94e35fc6d7903d36f74e351d40,food,150,2873.00,16090f2ca825584b5a147ab24aa30c86,atibaia,SP,0,"2018-06-14 05:16:24",27.90,7.94,35.84,0.221540,1,0,1,1
0013503b13da1eac686219390b7d641b,1,delivered,"2017-12-05 23:40:59",2017-12-01,f7277fce45fad3165379c15cacf5ddbe,1544f85dff3797491b60f2a5241d14c1,osasco,SP,38afdf723b95d455b418a0f57d623c6b,furniture_decor,2500,5712.00,1554a68530182680ad5c8b042c3ab563,"monte siao",MG,1,"2017-12-13 03:16:36",119.90,17.32,137.22,0.126221,1,0,1,1
00137e170939bba5a3134e2386413108,1,delivered,"2017-11-24 16:50:38",2017-11-01,7b63cba66b8e6d002e94d0990c1e2868,38c3bc2d6df03905e3e8d3d5b079acf4,"rio de janeiro",RJ,672e757f331900b9deea127a2a7b79fd,agro_industry_and_commerce,2650,18000.00,e59aa562b9f8076dd550fcddf0e73491,curitiba,PR,1,"2017-11-30 06:30:55",397.00,24.65,421.65,0.058461,1,0,1,1
001427c0ec99cf8af737bd88e92fd444,1,delivered,"2018-04-07 18:51:22",2018-04-01,eab9c552374be06ed15923016dc9e588,2ada69d1c5528233e3d9aa3f1d8da1b1,ituiutaba,MG,28b4eced95a52d9c437a4caf9d311b95,furniture_decor,750,8349.00,77530e9772f57a62c906e1c21538ab82,curitiba,PR,1,"2018-04-12 19:08:28",59.90,23.35,83.25,0.280480,1,0,1,1
00143d0f86d6fbd9f9b38ab440ac16f5,1,delivered,"2017-10-16 15:29:43",2017-10-01,2e45292979b9b2700ea09560eeb0f803,bb8a37225e0279ac8a274c9765617eaf,goiania,GO,e95ee6822b66ac6058e2e4aff656071a,sports_leisure,180,2618.00,a17f621c590ea0fab3d5d883e1630ec6,sorocaba,SP,1,"2017-10-20 16:07:52",21.33,15.10,36.43,0.414494,1,0,1,1
00143d0f86d6fbd9f9b38ab440ac16f5,2,delivered,"2017-10-16 15:29:43",2017-10-01,2e45292979b9b2700ea09560eeb0f803,bb8a37225e0279ac8a274c9765617eaf,goiania,GO,e95ee6822b66ac6058e2e4aff656071a,sports_leisure,180,2618.00,a17f621c590ea0fab3d5d883e1630ec6,sorocaba,SP,1,"2017-10-20 16:07:52",21.33,15.10,36.43,0.414494,1,0,1,1
00143d0f86d6fbd9f9b38ab440ac16f5,3,delivered,"2017-10-16 15:29:43",2017-10-01,2e45292979b9b2700ea09560eeb0f803,bb8a37225e0279ac8a274c9765617eaf,goiania,GO,e95ee6822b66ac6058e2e4aff656071a,sports_leisure,180,2618.00,a17f621c590ea0fab3d5d883e1630ec6,sorocaba,SP,1,"2017-10-20 16:07:52",21.33,15.10,36.43,0.414494,1,0,1,1
0014ae671de39511f7575066200733b7,1,delivered,"2017-05-22 13:49:03",2017-05-01,41065d9dcea52218c3943d2eed072b97,8e5a8d9363eb6296154b65750c8702ca,pinhais,PR,23365beed316535b4105bd800c46670e,telephony,350,836.00,92eb0f42c21942b6552362b9b114707d,"sao paulo",SP,1,"2017-05-29 03:15:24",16.50,14.10,30.60,0.460784,1,0,1,1
0015ebb40fb17286bea51d4607c4733c,1,delivered,"2018-01-14 09:01:36",2018-01-01,da43a556bf5c36a1104c473cff77de6c,2e0daa38f7fd081ddcda32d972e5ec50,"pato bragado",PR,50fd2b788dc166edd20512370dac54df,electronics,150,6000.00,8b321bb669392f5163d04c59e235e066,"sao paulo",SP,1,"2018-01-18 09:11:24",21.90,15.10,37.00,0.408108,1,0,1,1
00169e31ef4b29deaae414f9a5e95929,1,delivered,"2018-01-16 09:26:39",2018-01-01,efb3830adb68fb8a89c948774388ec28,577edb526f98771b20d6db4a51d79423,"rio de janeiro",RJ,b10eba910a974df70b8a12d0665cdb9e,bed_bath_table,550,8364.00,a3e9a2c700480d9bb01fba070ba80a0e,ibitinga,SP,1,"2018-01-23 03:35:47",39.00,16.11,55.11,0.292324,1,0,1,1
0016dfedd97fc2950e388d2971d718c7,1,delivered,"2017-04-28 19:54:40",2017-04-01,2c8b917c5d7dd720ebe36a5ed3b501ec,33febb33a42a35f5826a22584b127f9d,canavieiras,BA,4089861a1bd4685da70bddd6b4f974f1,garden_tools,1500,3726.00,a35124e2d763d7ca3fbe3b97d143200f,"sao paulo",SP,1,"2017-05-05 10:05:12",49.75,20.80,70.55,0.294826,1,0,1,1
0017afd5076e074a48f1f1a4c7bac9c5,1,delivered,"2017-04-06 22:16:10",2017-04-01,8085a9af46f619bc25966f151a362b0d,98758d88bf4b8eef1372ddee45d63178,"campo alegre",AL,fe59a1e006df3ac42bf0ceb876d70969,computers_accessories,3407,14168.00,25c5c91f63607446a97b143d2d535d31,itauna,MG,1,"2017-04-24 22:25:19",809.10,44.29,853.39,0.051899,1,0,1,1
001862358bf858722e1e2ae000cfed8b,1,delivered,"2018-02-06 19:11:57",2018-02-01,2cf869dd40c98f29686f636d83545cce,eb2568a7ba9b2ca9bf1f818a8dea82ce,cunha,SP,c6dd917a0be2a704582055949915ab32,cool_stuff,1200,15750.00,7a67c85e85bb2ce8582c35f2203ad736,"sao paulo",SP,0,"2018-02-13 19:10:37",99.99,13.72,113.71,0.120658,1,0,1,1
0019c29108428acffd089c36103c9440,1,delivered,"2018-03-06 06:40:28",2018-03-01,5f6bbac628ae418db4e0f92932f899c1,d02e64b28b7c386aab81bb6ce148799a,"monte siao",MG,28b4eced95a52d9c437a4caf9d311b95,furniture_decor,750,8349.00,77530e9772f57a62c906e1c21538ab82,curitiba,PR,1,"2018-03-12 06:50:26",59.90,19.95,79.85,0.249843,1,0,1,1
001ab0a7578dd66cd4b0a71f5b6e1e41,1,delivered,"2017-12-27 00:38:47",2017-12-01,8bb3bef4e75a95524235cdc11a7331af,d1f24d1d504e27bee13b415e40daeab0,salvador,BA,0b0172eb0fd18479d29c3bc122c058c2,electronics,150,4290.00,5656537e588803a555b8eb41f07a944b,brasilia,DF,1,"2018-01-04 02:33:42",24.89,17.63,42.52,0.414628,1,0,1,1
001ab0a7578dd66cd4b0a71f5b6e1e41,2,delivered,"2017-12-27 00:38:47",2017-12-01,8bb3bef4e75a95524235cdc11a7331af,d1f24d1d504e27bee13b415e40daeab0,salvador,BA,0b0172eb0fd18479d29c3bc122c058c2,electronics,150,4290.00,5656537e588803a555b8eb41f07a944b,brasilia,DF,1,"2018-01-04 02:33:42",24.89,17.63,42.52,0.414628,1,0,1,1
001ab0a7578dd66cd4b0a71f5b6e1e41,3,delivered,"2017-12-27 00:38:47",2017-12-01,8bb3bef4e75a95524235cdc11a7331af,d1f24d1d504e27bee13b415e40daeab0,salvador,BA,0b0172eb0fd18479d29c3bc122c058c2,electronics,150,4290.00,5656537e588803a555b8eb41f07a944b,brasilia,DF,1,"2018-01-04 02:33:42",24.89,17.63,42.52,0.414628,1,0,1,1
001ac194d4a326a6fa99b581e9a3d963,1,delivered,"2018-07-04 11:39:11",2018-07-01,f4f17ada91ef010cbde3892ae54e625f,3d01f9412759a6a68f249b76eca0de78,cubatao,SP,dbaee28f4ee64465838a229582d77520,construction_tools_construction,418,1482.00,ffc470761de7d0232558ba5e786e57b7,guarulhos,SP,0,"2018-07-10 02:51:10",54.00,8.54,62.54,0.136553,1,0,1,1
001b76dd48a5b1eee3e87778daa40df8,1,delivered,"2018-03-26 17:42:53",2018-03-01,a62843b08086d1629415a203a7fd419d,b32ff8caad5902c55fa167e7dc77cc69,"santa salete",SP,dbb67791e405873b259e4656bf971246,computers_accessories,207,2652.00,9c0e69c7bf2619675bbadf47b43f655a,"sao jose dos campos",SP,0,"2018-04-02 17:50:17",81.99,13.01,95.00,0.136947,1,0,1,1
001c85b5f68d2be0cb0797afc9e8ce9a,1,delivered,"2017-11-24 19:19:18",2017-11-01,48ed31e735f1c420ed6ca3637b7c744d,55a269f324455e78349e7b9b7e7e5911,"sao paulo",SP,84f456958365164420cfc80fbe4c7fab,bed_bath_table,1550,20944.00,4a3ca9315b744ce9f8e9374361493884,ibitinga,SP,0,"2017-11-29 22:38:47",99.00,13.71,112.71,0.121640,1,0,1,1
001d8f0e34a38c37f7dba2a37d4eba8b,1,delivered,"2017-05-14 17:19:44",2017-05-01,d987da9fb4086ab7c2c0f83963cd6722,870a0bdc769f9a7870309036740e79ea,"sao paulo",SP,e67307ff0f15ade43fcb6e670be7a74c,health_beauty,150,7826.00,f4aba7c0bca51484c30ab7bdc34bcdd1,"sao paulo",SP,0,"2017-05-18 17:35:11",18.99,7.78,26.77,0.290624,1,0,1,1
001d8f0e34a38c37f7dba2a37d4eba8b,2,delivered,"2017-05-14 17:19:44",2017-05-01,d987da9fb4086ab7c2c0f83963cd6722,870a0bdc769f9a7870309036740e79ea,"sao paulo",SP,e67307ff0f15ade43fcb6e670be7a74c,health_beauty,150,7826.00,f4aba7c0bca51484c30ab7bdc34bcdd1,"sao paulo",SP,0,"2017-05-18 17:35:11",18.99,7.78,26.77,0.290624,1,0,1,1
001daeb0eddc45b999bad0801ad9d273,1,delivered,"2017-05-17 23:19:34",2017-05-01,3ba02060e681d361d603d5f7ef0a730b,dc5aa19797b8fb7a4929ad109fb25553,itapicuru,BA,30c01cc81c9eb80469371743813789cc,pet_shop,300,4096.00,f45122a9ab94eb4f3f8953578bc0c560,piracicaba,SP,1,"2017-05-25 02:15:20",38.33,16.79,55.12,0.304608,1,0,1,1
001dbc16dc51075e987543d23a0507c7,1,delivered,"2017-01-28 13:17:57",2017-01-01,698a74f33469466fa4172e829505d1c6,c6f624cf0e9908fe310d59a80350bea0,"santos dumont",MG,777d2e438a1b645f3aec9bd57e92672c,bed_bath_table,950,23625.00,4a3ca9315b744ce9f8e9374361493884,ibitinga,SP,1,"2017-02-01 13:17:57",69.90,18.00,87.90,0.204778,1,0,1,1
001e7ba991be1b19605ca0316e7130f9,1,delivered,"2017-03-18 11:47:37",2017-03-01,b6a1445ee505f3a95c827e7a5188ad02,100bf2da12cc1fd1b556507aa87bf3a1,"campo grande",MS,884fa3cd42986ba480ea2f8ae4e25ff7,computers_accessories,850,3751.00,3340ef1913fb70d28420f6ceb685c339,maringa,PR,1,"2017-03-23 11:47:37",195.00,18.21,213.21,0.085409,1,0,1,1
001e7cf2ad6bef3ade12ebc56ceaf0f3,1,delivered,"2018-05-19 10:29:23",2018-05-01,d1684ed69f8fd574b7c344de923f379a,43860f86362fea12550bfa19ef73015f,coromandel,MG,bdcf6a834e8faa30dac3886c7a58e92e,health_beauty,1614,13888.00,2a84855fd20af891be03bc5924d2b453,"belo horizonte",MG,0,"2018-05-22 10:59:50",35.90,15.20,51.10,0.297456,1,0,1,1
0020262c8a370bd5a174ea6a2a267321,1,delivered,"2017-11-28 09:32:49",2017-11-01,9ec353f970bdf785f6568724d9ea19aa,484689f7961df6e755f6373221aff64d,guaratuba,PR,a5341e3f8155dbb3e62323d3ea289729,furniture_decor,2850,8800.00,ff063b022a9a0aab91bad2c9088760b7,"santo andre",SP,1,"2017-12-04 09:58:07",79.50,21.05,100.55,0.209349,1,0,1,1
0020a222f55eb79a372d0efee3cca688,1,delivered,"2017-08-15 02:45:18",2017-08-01,0c45155afd8ff99622c40824057f9b34,87ae4c644c15d9c6b6f826dfec33b340,"volta redonda",RJ,e19ddcc85537b41f22116c8d5425ef46,furniture_decor,700,4576.00,8a32e327fe2c1b3511609d81aaf9f042,"sao paulo",SP,1,"2017-08-21 03:03:44",29.99,15.10,45.09,0.334886,1,0,1,1
002175704e8b209f61b9ad5cfd92b60e,1,delivered,"2018-04-22 12:13:25",2018-04-01,a562db3c7cb9a68947debd30879b491e,e7d41c19da317af0612170197303d5a9,araraquara,SP,e6b6e13cf71449a457269f425b89dc74,audio,588,4522.00,b2ba3715d723d245138f291a6fe42594,"sao paulo",SP,0,"2018-04-26 12:30:57",109.90,13.21,123.11,0.107302,1,0,1,1
00229e4e43f7a7e0b9dd819ad43268d3,1,delivered,"2018-03-31 16:41:54",2018-03-01,655418b3cc52d17ccb5b4330a7f03197,12d280dc9e8bf7888a3d2a8a8ae74f8d,"sao bernardo do campo",SP,13fcfc313dfb2217e5ee3000a702f9ef,sports_leisure,450,11664.00,c3cfdc648177fdbbbb35635a37472c53,curitiba,PR,1,"2018-04-10 16:50:11",74.90,16.49,91.39,0.180435,1,0,1,1
0025081dcf9330f9a5052ae82c6ce396,1,delivered,"2018-03-27 16:25:35",2018-03-01,7e6fefa11d6a2c832593264f69df9de3,d4c0c343658dec14b2197594314c2cc3,"governador valadares",MG,4e3f399366b0047a572b6682f9bb166e,books_technical,300,736.00,5f3ae9136c875522250f8184f253413a,"sao paulo",SP,1,"2018-04-02 16:35:20",14.95,18.23,33.18,0.549427,1,0,1,1
00254baeb6c932b0a8aeead91fbd02b5,1,delivered,"2018-05-08 21:45:54",2018-05-01,ce0421a97232c2a1194cdb66cd3ebb9d,f99edeaa8a00f9866fd8fce5a0b83d4f,fortaleza,CE,18901878788fec7ddc55e64d1ace8187,baby,8250,49280.00,e8b4225284fbb02d16f200513f1f395d,"novo horizonte",SP,1,"2018-05-14 22:14:46",149.90,43.11,193.01,0.223356,1,0,1,1
00259a44fcad3fc0474329e925d14fc3,1,delivered,"2017-12-27 17:52:11",2017-12-01,7715f80f77f2ebf4583f97a0a6a7548b,8a04e75a04c11b76156ef03b8ea45a18,"belo horizonte",MG,0c4d0a08f95c7b7dc5dc7402bfdafd4c,computers_accessories,300,1632.00,9f505651f4a6abe901a56cdc21508025,"sao paulo",SP,1,"2018-01-03 17:59:35",19.99,14.10,34.09,0.413611,1,0,1,1
0025c5d1a8ca53a240ec2634bb4492ea,1,delivered,"2018-07-08 09:17:59",2018-07-01,2430ad4b1b6efb56cf3050b5d3cf5e54,fa78b26c2fa23b2ebda98c2926305c1d,amanari,CE,35537536ed2b4c561b4018bf3abf54e0,sports_leisure,2100,4536.00,955fee9216a65b617aa5c0531780ce60,"sao paulo",SP,1,"2018-07-10 09:30:09",390.00,29.39,419.39,0.070078,1,0,1,1
002611a77fe03d076285fd4ca95db77c,1,delivered,"2018-02-27 17:46:23",2018-02-01,2b6cb6a4852a866c3b71dcbc7c5a2fce,c01bed915357c68393943dd8b7a51655,brasilia,DF,fe077ec80df6b4ee60bb4498d5ab1962,computers_accessories,200,3600.00,87142160b41353c4e5fca2360caf6f92,"porto alegre",RS,1,"2018-03-07 02:49:09",135.00,21.75,156.75,0.138756,1,0,1,1
002691433f09002ac9ca0c4e8dbb8ead,1,delivered,"2017-02-02 21:18:03",2017-02-01,630b8c2f4134e83812d827e8006caa85,f77be85d218371e1afd9685f7ae828b2,"porto alegre",RS,430d215740da7fdda91cc938f8fd92f6,telephony,260,1729.00,0887a9f087bcd5d9f6642b52f897fc6c,cananeia,SP,1,"2017-02-06 21:18:03",104.00,16.43,120.43,0.136428,1,0,1,1
0026a368634b6e6f34f33b1499773a30,1,delivered,"2017-10-27 21:10:26",2017-10-01,66b8528f2144c6cf919795323c4d43fb,2ecb0fc377050ca3b001d3a199e951ec,"sao paulo",SP,892832da5b05b0f54578e1f14f193c22,cool_stuff,1000,27588.00,12b9676b00f60f3b700e83af21824c0e,montenegro,RS,1,"2017-11-10 21:26:45",149.00,15.80,164.80,0.095874,1,0,1,1
